idUser,idGame,isRecommended,hoursOnRecord,hoursAtReviewTime,purchaseType,datePosted,receivedFree,reviewText,numFoundHelpful,numFoundFunny,numComments
37,2,true,3697.1,2934.8,key,2020-05-29T20:02:52.268Z,false,Inventore earum recusandae tempore perspiciatis vitae quae qui accusamus soluta. Voluptas sit non esse quis cupiditate dolores et magnam. Recusandae quae sit aut autem ipsum. Et sed ea est provident doloribus consequuntur iusto. Ducimus provident est labore autem aut repellendus.,614,212,54
667,2,true,2351.7,277.5,key,2020-06-16T19:29:46.762Z,false,Animi et officia. Repellendus quae dolorem recusandae. Odit optio cum error. Quam nihil explicabo quisquam sit qui. Nostrum et nulla quae perspiciatis harum. Consequatur suscipit quae earum nihil aspernatur deserunt quis non expedita. Rem et sunt et sit enim facere dolores molestias. Numquam sit laboriosam odio molestias qui ut. Fugiat est odit ut. Neque sit vel vitae impedit voluptas accusamus nam. Et odit qui omnis. Fugit ipsum numquam consectetur reprehenderit earum ut sit reprehenderit. Aspernatur ipsam qui aperiam voluptatem. Aut fugiat sunt. Nihil sint sed ducimus aut laborum non.,263,597,62
534,2,false,2053.5,486.8,direct,2020-02-27T19:01:48.241Z,true,Officia consectetur unde quidem nesciunt. Perspiciatis neque ullam minus officia rerum molestias dolorum. Accusantium eum vel non voluptates atque voluptas commodi sed.,662,440,76
656,2,true,189.4,85.9,key,2020-06-03T03:59:16.205Z,false,Nulla deleniti recusandae sed aut voluptas dolor. Cupiditate dolorem est nostrum consequatur ex omnis. Velit natus autem omnis.,452,422,65
470,2,false,885.9,165.5,direct,2019-11-03T18:08:47.690Z,false,Quas facere atque nihil et. Possimus laboriosam veniam eius a consequatur. Officia magni est facilis earum. A non neque pariatur enim voluptatibus omnis ea. Et qui necessitatibus consectetur odit. Quaerat doloremque aut maiores accusantium velit. Beatae rerum cum ullam cumque labore quia aspernatur. Hic rerum mollitia et cum. Quibusdam reprehenderit nesciunt recusandae delectus exercitationem et a. Animi excepturi magnam. Et maxime sequi reiciendis dolorem qui natus. Quam repellendus et facilis. Modi maxime possimus voluptatibus quae ab. Et quia quae et doloribus. Iste totam architecto. Eligendi laborum deleniti ut quasi ut.,501,695,57
655,2,true,2359.8,669.8,key,2020-05-22T11:45:58.675Z,false,Laboriosam officiis deserunt ut omnis fugiat. Labore ducimus maiores consequatur eius aliquid qui et qui. A consequuntur at cupiditate eaque temporibus excepturi. Placeat debitis fugiat nam corporis fugiat. Fuga esse magnam. Magni quidem ipsum quia illum sint expedita in. Totam architecto dolore. Soluta voluptatem quia numquam animi soluta. Est enim tempore suscipit delectus ea quia vel culpa. Molestiae quos aperiam soluta nesciunt aut fuga perferendis dolor ea. Eaque iste animi dolorem rerum dolorum sint debitis praesentium.,163,363,47
584,2,true,777.4,640.1,direct,2020-06-10T00:44:59.607Z,false,Exercitationem mollitia et dolorum qui voluptatum aut et. Aspernatur amet deserunt sint. Ipsa eos autem et. Ab quia soluta provident iusto itaque et voluptate quam. Et dolor velit accusamus sit. Perferendis assumenda modi quia saepe. Qui odit tempore odio ducimus laborum. Est atque et eligendi. Libero omnis assumenda tempora ab officiis quis consectetur ipsa optio. Occaecati voluptatem suscipit dolore odio et. Et ab fuga doloribus. Rem modi neque illum. Expedita fuga qui assumenda rerum. Eum fugit aliquam recusandae excepturi possimus rerum.,413,696,75
30,2,true,3975.1,3621.5,direct,2020-05-28T23:47:06.188Z,false,Earum non dolores dolorem consequatur eaque quia consectetur. Voluptatem quibusdam beatae quisquam officiis dolor accusamus voluptatem. Dolorem nostrum ad illum pariatur earum. Quasi nesciunt quia mollitia adipisci velit qui itaque ea. Quasi voluptas quos voluptatem. Ducimus aspernatur in veniam et. Consequatur molestias repudiandae exercitationem quia. Modi rem accusamus voluptatem dolorum sed magnam aut laborum aut. Beatae et quia minus est ea fugiat. Voluptatum ex facere fugiat voluptas maiores.,593,623,61
496,2,true,3595.8,3164.7,key,2020-06-07T03:38:14.527Z,false,Ut exercitationem sunt eum eos magni saepe. Facilis sit veniam non. Nam qui et. Corrupti aut nisi asperiores ut ipsa deleniti cum.,682,634,7
603,2,false,518.6,279,direct,2020-06-18T01:53:49.808Z,true,Non velit accusantium. Id et temporibus velit ut similique rerum dolor sed nihil. Sit velit rerum quaerat rerum. Est aut et id nulla architecto adipisci omnis et. Repudiandae velit nihil.,241,223,32
572,3,false,2012.7,1693.5,direct,2020-06-10T07:29:57.989Z,true,Laborum nemo explicabo totam sint cum. Vel quo et natus facilis eaque autem illum enim. In ab sit non incidunt. Perferendis quaerat adipisci adipisci aliquid necessitatibus explicabo in magni. Cumque consequatur fuga qui quidem deleniti iste esse dolor aliquid.,443,393,19
623,3,true,1976.6,1880.8,key,2020-06-18T11:14:49.507Z,false,Ducimus delectus ut facere ipsa nihil nihil sed dignissimos sit. Soluta voluptatem ea laudantium excepturi qui sint molestiae. Nemo asperiores alias minus nesciunt consequuntur ullam distinctio rerum maxime. Officiis sunt ipsum consequuntur sit sapiente blanditiis.,460,571,91
473,3,false,121.8,104.5,key,2020-05-24T02:06:24.711Z,false,Eum beatae aspernatur neque et et porro. Ea voluptatum in eos sit. Voluptas vero porro error nemo et iusto temporibus quo voluptate. Illum sapiente consequatur tenetur. Voluptatum maiores dolores est itaque rerum esse consequatur numquam molestiae.,430,291,63
256,3,true,2661.2,1468.3,direct,2020-05-26T05:36:54.637Z,false,Et quia ea eligendi libero. Atque ad modi esse cumque et sunt dicta nam. Eos ipsa expedita blanditiis.,334,262,29
335,3,false,412.6,256.6,direct,2020-05-31T04:18:09.058Z,false,Totam nihil eos cumque quod beatae quae deleniti non labore. Perspiciatis neque tempora aliquam vero eius. Sapiente qui similique ipsam perspiciatis autem et. Reprehenderit aut rerum ut consectetur corrupti voluptatem quaerat rem. Cumque distinctio tenetur. Distinctio magnam ut vel unde qui reiciendis ea. Aut quia et aperiam amet. Sed provident vero accusamus ipsa corporis officiis accusantium doloribus quis. Ducimus quia ex est. Recusandae voluptate aut sunt ex asperiores. Aut quia omnis sunt voluptatem voluptatum animi minus nemo.,73,738,57
662,3,true,3206.7,831.5,key,2020-05-25T14:56:03.740Z,false,Sapiente nesciunt earum eos. Qui error enim atque debitis repellendus minima laudantium adipisci sit. Dignissimos commodi aliquam porro autem minima cupiditate tempore autem in. Voluptate enim blanditiis modi voluptas doloribus maxime. Eveniet ducimus beatae qui. Earum autem est quam est accusantium et quae eum explicabo. Minus vitae molestiae aperiam vel saepe deserunt. Accusantium repudiandae quia id optio velit eligendi et maxime. Sed ducimus expedita mollitia numquam. Quis in dolor maxime fuga esse quia eaque suscipit dolorem. Omnis perferendis non itaque pariatur sed. Omnis molestiae vero rerum iure ducimus. Enim et accusantium sed voluptatum iste laboriosam vel. Error provident doloribus accusantium dolor ratione vel eum rerum. Nesciunt voluptatum quis nobis. Omnis rerum rem.,466,79,33
523,3,false,1696.6,518.3,direct,2020-06-06T01:40:56.939Z,false,Voluptatem et omnis corporis et velit sequi. Aut eos occaecati aut corporis amet non beatae voluptatem. Ratione est est quos est accusantium dolorem laudantium qui. Cumque et ab et mollitia ea.,23,229,32
134,3,false,3632.2,3353.3,direct,2019-11-10T14:21:21.598Z,false,Assumenda architecto nesciunt. Ratione rerum adipisci. Sed fugiat omnis aut sequi nostrum quaerat. Error voluptas iusto officia recusandae eius ullam eligendi. Quisquam cumque quia quia illum quia aut eos.,288,98,19
369,3,false,3041.8,1314.4,key,2020-05-30T18:58:34.278Z,false,Pariatur accusamus quia voluptatum quia explicabo maiores blanditiis maxime repellendus. Alias quos nam et quasi nostrum consectetur consequatur est perspiciatis. Provident aperiam pariatur rerum velit non quaerat nulla.,436,701,29
718,3,false,3507.5,1544.5,direct,2019-10-23T07:07:40.778Z,false,Ut qui enim quia dolor quis ratione quas. Exercitationem provident eum aliquam sequi iure quasi. Culpa est in nulla eum vitae alias. Ipsum nesciunt nisi voluptas voluptatem aut ut tempora odio.,5,189,86
28,4,true,2371.9,1528.5,key,2020-03-18T07:39:08.695Z,false,Quia dolores maiores voluptatum ullam. Tenetur ipsam rerum. Porro sunt aut quia commodi possimus. Eveniet sunt nemo.,293,289,22
163,4,true,1735.1,1447.6,direct,2020-02-16T03:57:34.927Z,false,Pariatur omnis vitae quaerat neque repellat dolorum esse dolores vitae. Iste hic sit libero. Sint deserunt dolores. Vitae eum occaecati alias eum quaerat est qui. Laudantium culpa nihil sed dolor. Soluta at est magni. Sapiente libero iure et. Ut error quia sit. Error vel aliquid placeat. Et magnam doloremque omnis non harum cupiditate sed. Vitae pariatur ut qui enim asperiores suscipit. Sit assumenda voluptas. Error sint doloribus est et et culpa.,15,734,40
582,4,false,1264,200.6,key,2020-05-24T05:23:37.105Z,false,Ut et consequuntur velit consequuntur. Nostrum autem corrupti minus eos. Velit laborum totam velit eos. Aspernatur quo minima quia facere veritatis accusantium minima earum. Soluta ut reprehenderit sit reprehenderit reprehenderit itaque. Labore ut dignissimos. Expedita sunt quae omnis exercitationem et. Id libero fuga in odit asperiores dolores. Expedita repellendus aliquam. Beatae facere id dignissimos architecto. Vel eos iste nobis. Animi sint eaque. Qui rerum natus sunt nihil explicabo dolore aliquam at nulla. Cumque eligendi iusto. Est veniam et in ipsum voluptatem ducimus laborum provident qui. Est fuga itaque fuga qui vel exercitationem.,689,207,25
313,4,true,929.9,683.8,direct,2020-06-05T22:36:29.449Z,false,Ut voluptas impedit delectus doloribus dolorum ipsam. Voluptatem hic sit error doloribus beatae ut quam. Et sed qui fugiat reiciendis est odio magni. Delectus tempore rerum. Facere eum temporibus fugit non similique hic inventore. Et voluptas placeat. Itaque in sunt vitae. Error omnis officia omnis neque. Unde non eius velit cupiditate qui non officiis voluptas repellat. Harum vitae ullam ea iusto dolorem suscipit dicta et laudantium. Tenetur omnis velit et aspernatur. Libero est consequatur iusto nulla quibusdam. Est fuga eos veritatis nam doloribus at. Maiores dignissimos maiores molestiae voluptatem. Labore accusamus sint quam ut soluta perferendis quis. Aut itaque labore suscipit autem veniam vitae saepe. Vitae expedita incidunt.,218,743,88
84,4,true,1502.1,22.7,key,2020-05-28T22:31:00.322Z,false,Quia voluptatibus quia exercitationem similique quia recusandae est. Ad qui qui voluptatem ullam repellat fugiat molestiae. Nam aut architecto esse suscipit vitae. Ab perspiciatis officia porro est molestiae adipisci aut magnam. Sunt et deserunt ut inventore dolorem doloribus enim. Aliquid labore modi unde nemo accusamus qui non sit sapiente. Aut voluptatem voluptatem et qui omnis voluptate quia voluptas ut. Error earum vero voluptas quia soluta aut. Sed est ut id. Nulla corrupti molestias. Voluptatem eos laboriosam facilis vel dolorem. Quia et consequatur doloribus nemo quibusdam placeat voluptatum. Eligendi ut accusamus repellat quia voluptatem. Sequi ea odio et. Aperiam debitis blanditiis sit autem sed harum repellat facilis.,413,323,3
674,4,false,3368.6,2329.2,key,2020-01-20T21:58:24.987Z,false,Voluptas consequatur quaerat. Ab et officiis temporibus nostrum ratione. Ratione earum quis nemo expedita aut consequatur quasi iure rerum. Inventore nemo occaecati sint incidunt quia molestias hic ad omnis. Provident laboriosam non rem. Non vero cum dicta. Ut dolore repellat consequatur nobis aspernatur et quia labore. Quisquam autem explicabo nisi ab et ut vero. Blanditiis quasi illo sit ipsam est iure. Veritatis a qui et aspernatur modi. Voluptatem et voluptas. Consectetur sint ad in quia reprehenderit maiores doloremque necessitatibus quidem. Rerum nulla debitis earum.,342,577,29
161,4,false,2888.2,1490.3,key,2020-05-26T16:09:35.270Z,false,Quia mollitia qui enim maxime non officia. Sint sint aut odio possimus nulla. Esse sit dolorem quaerat commodi. In molestiae illo qui vitae repellendus voluptatem qui mollitia eum. Nostrum at est fuga molestiae eum quam cupiditate eligendi.,269,347,69
583,4,false,3015.3,315.4,key,2020-04-16T00:44:03.067Z,false,Quibusdam aut amet molestiae harum. Ad veniam modi rerum ad. Dolorem voluptas harum recusandae. Deleniti ut molestias. Et assumenda nam distinctio illo accusantium. Dolores libero itaque suscipit veniam culpa ipsa. Est veritatis saepe ab est reprehenderit dolore error. Quia necessitatibus laudantium ut eaque ea error. Unde non enim delectus vel. Eaque atque iusto labore et et. Architecto quae exercitationem dolorum. Qui atque nam ipsa et animi perferendis rem. Ad optio animi architecto voluptatem.,283,183,68
263,4,false,1108.5,914.6,direct,2020-06-14T16:53:34.263Z,false,Amet ut labore voluptate. Modi excepturi voluptas. Aut natus voluptate error ut sequi labore eos. Quo praesentium ea ea veniam aliquam libero.,522,680,25
438,4,false,294.6,290.4,key,2020-06-10T14:23:54.764Z,false,Et quis quo quasi minima. Ut et sapiente quia nulla placeat. Omnis expedita ut dolor. Eligendi sint labore qui unde. Rerum quia totam facere quibusdam omnis optio eaque.,173,201,27
271,5,true,2259.8,2193.5,key,2020-05-23T05:03:43.899Z,false,Qui quidem amet accusamus omnis asperiores sit illum sed. Corporis laborum reiciendis. At blanditiis aperiam dolorum quas.,451,91,86
355,5,false,3227.4,1773.9,direct,2019-10-09T09:25:01.094Z,false,Quaerat aliquam et et minima magnam. Quis sit facilis animi. Non nihil consequuntur. Aspernatur culpa vel praesentium inventore. Est quo sunt odio nobis et. Enim odit ut cupiditate soluta.,470,517,54
671,5,false,3446.9,264.8,key,2020-06-16T03:53:42.874Z,false,Minima mollitia eos odit ratione sed incidunt aut. Cupiditate amet sequi modi omnis assumenda culpa pariatur optio eum. Fugiat ut nostrum adipisci totam placeat mollitia. Repudiandae illum qui necessitatibus eum.,245,181,36
367,5,true,1838.1,344.6,key,2020-06-09T03:09:06.434Z,false,Velit atque non nesciunt pariatur et repellat deleniti hic fugiat. Quis omnis voluptas nam impedit quo officiis. Magnam quia ad autem consectetur labore repellat omnis et. Repudiandae adipisci odit in nostrum ut aut.,486,276,87
72,5,true,2235.3,134,key,2020-05-24T20:54:18.255Z,false,Similique quod non repellat quisquam rerum eos soluta. Quia id dolores quis molestiae laborum occaecati et repudiandae. Porro asperiores sunt qui unde consequatur neque dolorem itaque. Expedita deleniti tempore aut consequatur dolores. At ad placeat voluptatibus fugiat ipsam sed quia. Non consequatur similique sunt distinctio ut. Aut eum ab ut. Dolores voluptatem deleniti velit. Omnis iste rerum voluptas dolore odit officia sit.,578,204,52
613,5,false,2885.8,643.7,direct,2020-05-24T13:50:12.130Z,false,Et quis saepe. Minus dolore rerum provident in dolor vero dolorem. Magni sunt possimus facilis molestiae quis ea aliquam provident explicabo. Et cupiditate porro tempore. Cumque quaerat consequatur explicabo quibusdam sapiente sed alias consequatur repellendus. Harum aut ut aperiam aut eos delectus. Totam velit vel ut iste ut nihil et eum. Vero est ab ut maiores ipsa est dolorum. Quo et aliquid quos vel perspiciatis eos. Rerum nobis dolor sint quae cumque et earum. Natus aut qui est voluptatibus. Reiciendis voluptatem totam.,84,13,50
653,5,true,3764.1,2771.3,key,2020-05-25T21:08:17.855Z,false,Repudiandae eveniet nihil odit pariatur nemo vitae quae. Fuga corporis qui odio quasi. Eum et laboriosam eos. Sit non rem voluptas quasi quisquam rerum. Earum magnam libero eos non et pariatur alias. Possimus dolorem porro sed quibusdam et. Illo aspernatur sed dicta sunt quis. Exercitationem ex ducimus recusandae et nihil quaerat beatae quidem. Neque porro placeat. Quasi inventore voluptatum est laboriosam. A cumque cum. Nemo et voluptas. Quia et quisquam exercitationem a perspiciatis perspiciatis nihil. Quo sit ea quisquam numquam hic rerum nemo tempore. Temporibus veniam ipsa earum. Deserunt possimus sint aperiam quas alias nemo repudiandae ut aut. Et quia vel id voluptatum perferendis. Explicabo quibusdam hic.,784,608,55
342,5,false,651.5,172.3,direct,2020-06-11T20:10:59.773Z,false,Sed excepturi enim culpa. Est ut eos earum facilis ut accusamus sunt sit et. Vel enim magnam quaerat ducimus natus. Consequatur incidunt distinctio. Id cumque nesciunt distinctio aliquid officiis maxime excepturi consequuntur. Voluptates ullam ut dolorem. Consequatur natus fugit ut. Qui vel optio quo ea et ea aut sapiente pariatur. Error iste ut reprehenderit similique quibusdam voluptatem voluptas ab. Occaecati ut id id minima deserunt debitis ea et. Vel delectus provident neque. Inventore voluptatibus vitae omnis. Ut corporis eius corporis autem quo neque distinctio ullam id.,798,721,24
235,5,false,98.8,61,key,2020-06-16T09:47:22.503Z,true,Unde in mollitia autem sed accusamus voluptate est. Impedit qui voluptatem deleniti. Beatae iure sit. Rerum incidunt dolor dolores eveniet incidunt in numquam. At est enim quisquam inventore veniam velit. Quibusdam voluptas enim aut quod inventore et neque perspiciatis repellendus. Voluptatem illum sed nam. Aut dolores voluptates et explicabo sit est quia sapiente vel. Consequuntur quo voluptas minima neque nobis est. Sapiente soluta velit eum sunt vel et. Aspernatur a mollitia. Tempora laborum dolorem.,409,284,32
711,5,true,1569,918.8,direct,2020-06-04T05:44:40.594Z,false,Facilis sed cupiditate et. Possimus nisi doloremque veritatis. Magnam dolore nihil ab. Qui illo perspiciatis commodi dolor autem suscipit. Assumenda quibusdam rerum. Maiores doloremque ut quia illum beatae omnis iste debitis.,587,475,46
395,6,true,3377.3,2890.6,direct,2020-04-02T15:30:55.077Z,false,Asperiores officiis nisi vitae minus sed itaque soluta quo veritatis. Et ab fugit. Dignissimos doloribus quis inventore saepe veniam animi et qui explicabo. Voluptas earum voluptas. Quas qui tempora vel quis natus aspernatur harum dolores. Cum quis doloremque nam mollitia sint. Et numquam consequatur veniam qui. Molestiae excepturi placeat a libero molestiae tempora quas magni aut. Eos voluptatum unde ut. Et sint omnis dolore voluptatem consequuntur iusto aliquam. Quis occaecati iure temporibus sunt velit et voluptatem. Voluptas dolores voluptates quo fuga quo debitis. Quia animi nam impedit. Eum nam est voluptatem.,775,22,51
717,6,false,1268.8,1191.5,direct,2020-06-09T23:59:19.563Z,false,Explicabo commodi est vel ut ab impedit voluptas iste fugiat. Magnam sunt aspernatur aut cumque velit quaerat quas soluta omnis. Accusantium vel cupiditate atque. Non voluptatum excepturi ut. Neque ipsam illo numquam ea atque quo. Voluptates animi at magni quis ullam rerum eos natus sapiente. Voluptate eveniet in molestiae aut. Dolorum minus incidunt quod. Expedita consectetur eligendi modi et earum nihil. Dolorum illo quisquam nesciunt est aliquid hic in et. Velit doloribus quo repudiandae aut itaque. Ad ipsam consequuntur odio eum necessitatibus. Placeat aliquid et eveniet dolores debitis et sit et.,574,273,32
633,6,false,1490.6,215.7,direct,2020-04-04T18:09:05.607Z,false,Velit laboriosam molestiae voluptatem ut similique quas maxime aliquid id. Ipsum totam nihil a unde nulla non quis. Corporis et animi. Et autem architecto corporis earum excepturi quaerat. Velit perspiciatis distinctio tempora vel nobis. Repellendus hic aut et quidem ut consectetur delectus. Nesciunt dolorum fugiat consequuntur quisquam. Perspiciatis error quia delectus ut incidunt. Ut mollitia nulla autem ut. A eveniet non. Excepturi optio harum id eaque rerum. Et laborum et quia placeat ut quo. Ex soluta omnis sunt sunt.,426,745,88
467,6,false,2091.6,1761.7,direct,2020-06-07T21:20:53.878Z,false,Eius maiores sed aperiam tenetur a. Eum nemo aut beatae doloremque quam quis. Nulla in et veniam voluptatum ut molestiae aliquid. Quo similique reprehenderit totam maiores nihil in. Deserunt perferendis maxime sunt aliquam magnam nisi sequi. Quod sequi fugiat id quod iste asperiores.,759,581,35
186,6,true,182.5,58.7,key,2020-06-18T06:50:41.829Z,false,Reiciendis id inventore tempora excepturi nam aut aspernatur sint. Nulla quia maxime. Ratione vero veniam perspiciatis aut accusantium at quis quia unde. Officia culpa officia voluptatem repudiandae. Consequuntur dolor laborum qui aperiam harum. Amet saepe culpa hic in iste velit corporis a voluptatem. Voluptates deleniti facilis qui. Iure deleniti vel sunt tenetur et voluptate consectetur. Et id mollitia iusto sed natus. Qui pariatur sit voluptate qui. Asperiores voluptatem veniam animi. Autem consectetur nisi est et maiores.,433,202,15
364,6,true,3182.5,279.2,key,2020-01-07T07:33:12.097Z,false,Architecto corporis facere et nam quis corporis impedit sint. Exercitationem laborum quia aut iste qui ut aut vel impedit. Hic debitis cum qui quibusdam cum voluptatem est sequi. Nobis rerum porro enim omnis est aut nisi autem voluptas. Qui dignissimos non omnis quod.,641,78,37
12,6,false,199.1,9,direct,2020-05-29T22:14:21.882Z,false,Quo consequatur non voluptatem perspiciatis modi nihil. Et aut quasi tempora. Laboriosam eius aut voluptates dolorum. Dolores quibusdam est neque nam suscipit ipsa voluptatem iure. Eum fuga tempore delectus eum veniam recusandae voluptatum velit. Ex laborum assumenda ut veniam quasi amet aut omnis facilis. Illum neque et est provident quia rerum autem aut debitis. Aut deleniti laboriosam eius quia fugit id voluptatem accusantium est. Temporibus qui consequuntur. Qui veritatis qui est aspernatur rerum. Natus animi architecto in at. Quo amet dignissimos quas fugit corporis pariatur. Praesentium repellat culpa. Veniam dolores est a iusto suscipit. Voluptas voluptas nam nam eius beatae nesciunt.,376,422,67
129,6,false,670.7,621.7,direct,2020-05-23T08:12:14.654Z,true,Sint assumenda odio. Tenetur nemo nihil qui voluptatem sit deleniti consequatur accusamus quas. At et enim non harum magnam et dolores est hic. In dolorum aut quo rem aut corrupti. Amet neque delectus et vitae ratione voluptatibus officia quod. Ut eum animi voluptatibus rerum nulla asperiores facere officiis. Et sint deserunt. Iusto inventore cumque ut aliquid. Unde maxime reprehenderit. Accusamus tempora non magnam. Sit quaerat ducimus consequatur consequatur officia perspiciatis voluptas. Quo mollitia aspernatur fuga autem.,755,299,55
67,6,false,2596.4,729.1,direct,2020-06-16T04:07:28.715Z,false,Commodi sequi aut ea veniam unde a qui quo. Necessitatibus perspiciatis ad est. Maxime inventore deserunt qui voluptates quia. Explicabo sit exercitationem.,775,585,39
475,6,true,2685,256.2,key,2020-04-30T14:50:26.886Z,false,Nihil pariatur magnam qui perspiciatis sint facere enim. Adipisci deserunt iste. Earum dolorem similique. Reprehenderit atque vitae nihil soluta. Expedita animi deserunt et consequuntur nisi tempora mollitia et. Qui minima reprehenderit laudantium. Voluptatem perspiciatis pariatur facilis nostrum et aliquid qui. Exercitationem at ut. Omnis vel adipisci quam tenetur. Dolores deserunt voluptatibus ad praesentium ut enim architecto est.,721,719,18
519,7,false,733.4,242,direct,2020-05-27T16:16:34.414Z,false,Sapiente alias quos autem. Ad similique rerum et consequuntur eius. Excepturi quis ipsum. Est illum optio magnam nostrum est inventore praesentium qui asperiores. Est et sint esse expedita ut. Rem vero accusamus quasi fugiat sed eos voluptas. Ut eos molestiae quia excepturi odit non omnis sit repellendus. Sed reprehenderit cupiditate maxime sit voluptate amet. Sit quo eaque dolorum sed ipsam eum sit quis id. Adipisci voluptatem architecto aut. Quo doloribus accusamus quae quia aspernatur et ut autem ea. Corporis qui eum. Nulla et et eius.,232,387,52
41,7,true,3513.9,384.9,key,2020-05-28T21:48:54.996Z,false,Corrupti qui quia eos sint ut. Excepturi sit quia quia cumque qui maiores. Totam nemo soluta ab voluptas.,116,77,64
442,7,true,2944.6,1290.9,key,2019-12-04T08:51:20.466Z,false,Itaque non facilis ab quia eum eligendi sit nobis. Repellendus aut voluptate quidem ratione ipsam at laboriosam at in. Molestiae quod eaque animi et perferendis aut ducimus assumenda.,449,474,16
